CountyFIPS,State,County,PopulationSize,PopulationChangeRate_2010_2020,PopulationChangeRate_2020_2021,GDP_2021_thousands,GDP_staterank2021,GDP_pctchange_2020_2021,GDP_pctchange_staterank2021,DAC_StatusYES_NumTracts,DAC_StatusYES_PctTracts,SVI_OverallRanking,SVI_Socioeconomic,SVI_HouseholdCharacteristics,SVI_MinorityStatus,SVI_HousingTransportation,PctAge65andOlder,PctUnderAge18,PctBlackNonHispanic,PctHispanic,PctNativeAmerican,PctWhiteNonHispanic,PctMultipleRace,PctLimitedEnglishSpeaking,PctForeignBorn,PctLessThanHS,PctHSDiplomaOnly,PctSomeCollege,PctAssocDegree,PctCollegePlus,MedianHHInc,PovertyRate,EnergyBurden,UnemploymentRate,Literacy_AvgScore,Literacy_PctLevel1,Literacy_PctLevel2,Literacy_PctLevel3,Numeracy_AvgScore,Numeracy_PctLevel1,Numeracy_PctLevel2,Numeracy_PctLevel3,HealthRank_HealthOutcomes,HealthRank_LengthOfLife,HealthRank_QualityOfLife,HealthRank_HealthFactors,HealthRank_HealthBehaviors,HealthRank_ClinicalCare,HealthRank_SocialEconomicFactors,HealthRank_PhysicalEnvironment,Cancer_PctTractsOver75thPctile,Respiratory_PctTractsOver75thPctile,DieselPM_PctTractsOver75thPctile,PM25_PctTractsOver75thPctile,Ozone_PctTractsOver75thPctile,LeadPaint_PctTractsOver75thPctile,NPL_PctTractsOver75thPctile,RMP_PctTractsOver75thPctile,TSDF_PctTractsOver75thPctile,UST_PctTractsOver75thPctile,Wastewater_PctTractsOver75thPctile,ClimateLifeLoss_PctTractsOver75thPctile,Uninsured_PctTractsOver75thPctile,FoodDesert_PctTractsOver75thPctile,NoInternet_PctTractsOver75thPctile,Over30minCommute_PctTractsOver75thPctile,AvgCommute_mins,TotalWorkforce,FossilEmpRank_PctTractsOver75thPctile,CoalEmpRank_PctTractsOver75thPctile,PctEmpExtraction,PctJobs_ManagementBusinessFinancial,PctJobs_ComputerEngineeringScience,PctJobs_EducationLegalArtsMedia,PctJobs_Healthcare,PctJobs_Service,PctJobs_SalesOffice,PctJobs_NaturalResourcesConstructionMaintenance,PctJobs_ProductionTransportation,OutageNumber,OutageDuration,NameplateCapacity_Total_MW,NameplateCapacity_Wind_MW,Pct_NameplateCapacity_Wind,NameplateCapacity_SolarPV_MW,Pct_NameplateCapacity_SolarPV,NameplateCapacity_Batteries_MW,Pct_NameplateCapacity_Batteries,NameplateCapacity_LandfillGas_MW,Pct_NameplateCapacity_LandfillGas,NameplateCapacity_NaturalGasCC_MW,Pct_NameplateCapacity_NaturalGasCC,NameplateCapacity_NaturalGasCT_MW,Pct_NameplateCapacity_NaturalGasCT,NameplateCapacity_NaturalGasST_MW,Pct_NameplateCapacity_NaturalGasST,NameplateCapacity_NaturalGasICE_MW,Pct_NameplateCapacity_NaturalGasICE,NameplateCapacity_PetroleumLiquids_MW,Pct_NameplateCapacity_PetroleumLiquids,NameplateCapacity_Coal_MW,Pct_NameplateCapacity_Coal,NameplateCapacity_Hydro_MW,Pct_NameplateCapacity_Hydro,NameplateCapacity_Geothermal_MW,Pct_NameplateCapacity_Geothermal,NameplateCapacity_WoodWoodwasteBiomass_MW,Pct_NameplateCapacity_WoodWoodwasteBiomass,NameplateCapacity_OtherWasteBiomass_MW,Pct_NameplateCapacity_OtherWasteBiomass,NameplateCapacity_OtherGases_MW,Pct_NameplateCapacity_OtherGases,NameplateCapacity_Nuclear_MW,Pct_NameplateCapacity_Nuclear,NameplateCapacity_Flywheels_MW,Pct_NameplateCapacity_Flywheels,NameplateCapacity_PetroleumCoke_MW,Pct_NameplateCapacity_PetroleumCoke,NameplateCapacity_AllOther_MW,Pct_NameplateCapacity_AllOther,Oil_BBL_2022,Oil_Condensate_BBL_2022_TX,Gas_Casinghead_MCF_2022_TX,Gas_GW_MCF_2022_TX,Gas_MCF_2022_NM,ElectricalPowerTransmissionLine_km,ElectricalPowerTransmissionLine_miles,CrudeOilPipeline_km,CrudeOilPipeline_miles,PetroleumPipeline_km,PetroleumPipeline_miles,NaturalGasPipeline_km,NaturalGasPipeline_miles,CO2Pipelines_km,CO2Pipelines_miles,UtilityPV_TechPotential,ResidentialPV_TechPotential,CommercialPV_TechPotential,LandbasedWind_TechPotential,DistributedWind_TechPotential,GeothermalHeatPump_EconPotential
48235,TX,Irion County,1552,-5.378361476,1.97109067,1546821,102,-23.5,253,0,0,0.3746,0.5449,0.1996,0.7091,0.1951,20.81956378,21.74487773,0.39656312,23.06675479,0.594844679,73.49636484,10.77329808,0.6,3.601286174,11.31898971,26.28624883,34.42469598,9.635173059,18.33489242,39770,14.98392283,3,4.9,264.1,15.7,42.4,41.9,247.5,26.6,47,26.4,155,102,184,14,32,27,9,124,0,0,0,0,0,0,0,0,0,0,NA,100,100,0,100,0,17.5,636,100,0,21.85534591,9.905660377,1.729559748,4.874213836,0.471698113,20.44025157,24.37106918,12.57861635,25.62893082,0,0,302.4,302.4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8735380,14211,131476774,1119414,NA,123,76.5,0,0,0,0,124.4,77.3,0,0,139886752.2,4958.33,31854.69,21751351.31,2302498.46,0
48237,TX,Jack County,8712,-6.324635117,2.590673575,543447,177,-5.1,199,2,66.7,0.8167,0.6731,0.7091,0.5964,0.9405,16.92634561,21.51794145,3.470254958,17.95325779,0.41312559,75.04721435,7.117563739,3.1,5.038850954,18.37193225,38.23021085,22.72727273,5.893536122,14.77704805,56916,15.47058032,3,5.5,247.8,26.9,45.1,28,231.5,40,42.5,17.6,117,136,113,182,187,159,179,87,0,0,0,0,0,33.33333333,0,0,0,0,0,0,100,0,66.66666667,33.33333333,30.1,3074,100,100,8.165256994,8.978529603,1.984385166,8.523096942,6.310995446,16.68835394,24.49577098,15.84255042,17.1763175,0,0,380,380,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703389,63163,6496723,5669986,NA,380.6,236.5,55.2,34.3,4.3,2.6,134.6,83.6,0,0,103182427.1,22988.16,45605.23,9374898.55,9969652.54,1.414449203
48239,TX,Jackson County,15121,6.486678508,0.806666667,635115,169,-2.3,173,1,33.3,0.7645,0.6483,0.8896,0.8081,0.5395,18.49479584,24.33947158,6.251668001,32.21910862,0.240192154,56.77875634,13.97117694,3,6.940084163,19.4251834,33.05195458,24.72113355,7.315847654,15.48588082,60807,12.54260395,2,5,254.8,25.3,36.6,38.1,239.7,35.7,36.5,27.8,108,152,79,106,111,185,89,99,0,0,0,0,0,0,0,0,0,0,0,100,66.66666667,0,100,0,28.7,6222,100,100,7.778849245,11.8772099,2.989392478,7.987785278,5.834136933,15.89521054,15.41305047,20.6364513,19.3667631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903209,55277,328833,2871744,NA,402.1,249.9,86.6,53.8,42.2,26.2,1174.1,729.6,39.7,24.7,112966459,37259.09,45855.78,5410602.36,5602186.31,10.15557276
48241,TX,Jasper County,32975,-7.64491739,0.227963526,962196,140,-0.5,157,7,87.5,0.9424,0.9446,0.9529,0.6292,0.8186,20.08489994,22.56215888,16.89508793,6.66464524,0.385081868,72.14978775,4.769557307,0.7,3.113668375,15.52277657,43.76572668,20.84598698,6.720173536,13.14533623,44356,24.20415599,3,9.7,249.9,23.2,47.4,29.4,232.3,38,44.9,17.1,230,223,218,226,228,87,227,171,100,100,0,100,0,0,30,0,0,0,NA,100,87.5,0,87.5,25,30.2,12133,100,100,2.637435094,10.64864419,2.546773263,11.76955411,6.527651859,19.93736092,17.64608918,14.73666859,16.18725789,8,80,117.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,51,0,0,57.7,49,0,0,0,0,0,0,0,0,0,0,0,0,295422,404036,286562,7042151,NA,336.8,209.3,14.1,8.8,113.1,70.2,280.4,174.2,0,0,67976238.89,80275.23,135564.89,1503026.92,6597207.33,21.40190957
48243,TX,Jeff Davis County,1949,-14.77369769,-1.466127401,84951,250,8,31,1,100,0.6044,0.6614,0.4558,0.6649,0.4742,36.37274549,14.27855711,0,30.71142285,0.300601202,64.22845691,16.63326653,12.9,12.71647699,13.38994121,17.89679948,34.68321359,6.792945787,27.23709993,38659,22.03045685,4,4.3,260.7,25.6,26.2,48.1,250.6,31.9,26.3,41.7,161,102,196,82,140,227,68,1,0,0,0,0,100,0,0,0,0,0,0,100,100,0,100,0,15.7,696,0,0,0,11.20689655,4.022988506,11.35057471,12.21264368,25.43103448,16.23563218,14.51149425,5.028735632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,42.6,26.5,0,0,0,0,0,0,0,0,160020926.7,8253.54,11569.43,38644034.09,2761188.22,0
48245,TX,Jefferson County,253704,1.685872051,-0.88874478,16642537,15,-4,188,41,56.2,0.9554,0.9188,0.9112,0.9233,0.8978,14.57552061,23.71923314,32.68908415,22.96648293,0.242470549,37.44142894,8.760515503,4.8,12.11466184,15.13455808,32.03057178,25.1419488,8.543910279,19.14901105,53613,18.1593507,2,10,247.6,28.9,39.3,31.8,228.3,44.1,34.7,21.2,189,171,203,202,170,82,217,198,NA,NA,NA,NA,NA,14.28571429,27.27272727,68.83116883,6.493506494,NA,NA,NA,76.71232877,NA,57.53424658,2.739726027,20.7,105395,100,100,0.815977988,9.823995446,4.035295792,9.328715783,5.178613786,20.92888657,21.04084634,14.36121258,15.3024337,73,200,1393.1,0,0,0,0,0,0,0,0,258,18.5,948.4,68.1,178,12.8,1.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0.5,0,0,0,0,0,0,0,0,352402,177815,216216,3111242,NA,801.7,498.2,314.6,195.5,166.3,103.3,1319.1,819.7,66.1,41.1,64546137.18,618365.45,1384167.87,4169266.82,7294393.11,72.51091212
48247,TX,Jim Hogg County,4801,-8.716981132,-0.785286216,196335,227,-5,198,2,100,0.9679,0.9682,0.9936,0.9971,0.4634,16.76312526,27.32534105,0.103348491,88.48697809,0.310045473,8.557255064,36.66804465,9.8,2.611019737,27.16581733,36.45629165,20.10976088,3.057624461,13.21050568,37342,30.01261034,4,8.8,218.7,49.2,33.9,16.9,197.4,61.6,29.6,8.8,201,202,181,232,176,208,236,207,0,0,0,100,0,0,0,0,0,0,NA,0,100,0,100,0,25,2204,100,100,13.70235935,5.081669691,0.771324864,8.983666062,1.950998185,21.77858439,18.60254083,17.51361162,25.31760436,2,1140,78,78,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15742,55639,1692,4872339,NA,5.2,3.2,0,0,0,0,423.4,263.1,0,0,178341856.9,14511.06,15065.76,26528738.12,1806249.08,3.82526288
48249,TX,Jim Wells County,38847,-4.767618395,0.087599516,1318596,115,2.4,109,7,100,0.8628,0.7454,0.9672,0.9847,0.5258,15.60258157,26.3839963,0.462832018,79.28569592,0.149134761,17.90388522,28.35617495,8,3.540545366,21.05726168,37.49600128,19.68570058,6.138035829,15.62300064,47629,21.21774547,3,10.2,224.3,44.9,36.7,18.5,204.4,57.1,33.3,9.6,231,225,220,216,110,127,231,231,0,0,0,100,0,0,0,18.18181818,0,18.18181818,NA,57.14285714,100,0,100,14.28571429,25.9,15535,100,100,9.108464757,10.78210492,1.210170583,12.8548439,5.542323785,18.1911812,21.0621178,15.26231091,15.09494689,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59776,15311,146774,2142567,NA,169.3,105.2,55.8,34.7,29.6,18.4,720.4,447.7,0,0,125152743.9,100129.39,94392.9,11061217.14,7694743.92,19.42236942
48251,TX,Johnson County,187280,19.20905826,3.622470716,7097713,35,7.8,33,10,35.7,0.6108,0.5073,0.6696,0.669,0.5853,14.1801953,25.54480428,3.58256404,23.68349386,0.466856003,66.26354021,12.34333924,3.2,4.370078295,13.68462105,35.28101573,23.21012263,7.348442172,20.47579841,70767,10.40834277,2,4.9,259.3,21.9,38.1,40,246,31.6,38.6,29.8,41,57,44,52,69,63,35,184,100,20.51282051,0,17.94871795,0,0,0,12.82051282,0,5.128205128,0,46.42857143,71.42857143,0,7.142857143,64.28571429,31.6,83266,100,100,1.286239281,12.9644753,2.744217328,8.762279922,5.172579444,14.14863209,18.66668268,10.57814714,26.96298609,84,8780,282.6,0,0,0,0,0,0,0,0,282.6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8612,0,120057069,NA,523.2,325.1,29.4,18.3,113.7,70.6,369.6,229.6,0,0,92027998.25,366272.03,422456.87,3936671.92,14032111.68,48.65552991
48253,TX,Jones County,19873,-2.668052668,1.00121976,453833,181,8.3,25,3,50,0.6362,0.7145,0.4083,0.8444,0.4281,15.55205208,17.67787215,10.05950262,27.99165946,0.3356558,58.40919493,7.740426181,4,4.203640789,19.2966822,38.76473814,22.6076227,7.190841788,12.14011516,55575,12.44592851,3,6.2,237.9,33.3,42.8,23.9,221.4,47,37.6,15.4,61,60,84,197,222,219,143,94,0,0,0,0,0,33.33333333,0,33.33333333,0,0,NA,33.33333333,50,0,50,16.66666667,25.9,5674,100,100,4.91716602,11.15615086,0.986958054,11.59675714,6.661966866,23.29925978,17.85336623,13.14769122,15.29784984,0,0,201.2,0,0,200,99.4,0,0,0,0,0,0,0,0,0,0,1.2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624494,37,559291,7445,NA,588.2,365.5,150.7,93.6,43.6,27.1,110.8,68.8,0,0,149916800.2,43915.93,82895.27,13017102.93,9663757.29,14.12532401
48255,TX,Karnes County,14754,-0.769023206,0.224169554,10226706,28,-10.2,228,3,75,0.8469,0.6015,0.6544,0.9446,0.9714,14.24881033,19.4085656,7.586675731,52.57647859,0.17675051,36.62814412,17.80421482,7.5,9.930513391,24.91113744,37.03593997,17.21958926,4.907187994,15.92614534,49526,18.24658963,2,5.2,233.4,38.7,38.1,23.2,215.7,51.2,33.6,15.1,101,79,114,124,108,99,171,59,100,60,0,0,0,0,0,20,0,0,60,75,50,0,75,0,20.5,4802,100,100,8.788004998,10.14160766,0.916284881,12.3698459,2.977925864,23.36526447,22.57392753,15.38942107,12.26572262,0,0,10,0,0,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97694323,16234364,200253912,125769260,NA,236,146.7,141.6,88,72.3,44.9,574.4,356.9,0,0,106511264.2,32543.78,39791.13,7454573.91,7774496.28,9.454722439
48257,TX,Kaufman County,157768,40.59990324,7.335392486,3839827,58,5.6,52,8,44.4,0.7008,0.6817,0.7234,0.7775,0.4599,11.49955268,28.67249329,14.82416902,24.88817012,0.428738559,54.10914596,13.01080449,2.2,8.296407292,13.59742921,29.74661576,25.30035494,9.165724267,22.18987583,75187,10.01812026,3,4.9,258.7,22.2,38,39.8,244.3,32.9,37.8,29.3,64,63,86,49,51,55,28,218,100,14.81481481,0,37.03703704,0,0,14.81481481,3.703703704,0,0,NA,11.11111111,83.33333333,0,33.33333333,66.66666667,35.7,67534,100,100,0.981727722,15.85719786,4.477744543,10.20967217,5.459472266,16.86409808,21.8186395,11.9273255,13.38585009,72,14040,2090.9,0,0,146.7,7,50,2.4,0,0,1894.2,90.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43707,0,27860,0,NA,464.5,288.6,54.9,34.1,17,10.6,231.2,143.7,0,0,102979452.4,277808.99,259120.67,5759538.67,11991194.77,85.32298254
48259,TX,Kendall County,46788,32.532176,5.077817953,2042055,87,7.1,39,0,0,0.2244,0.168,0.5293,0.6572,0.1407,19.02933671,22.80990989,0.71139818,22.649563,0.311660155,71.74281262,14.13988572,1.7,6.940832991,6.742539536,14.65956461,22.91404751,8.171772646,47.5120757,100706,4.816969026,2,3.8,277.2,13.4,28.9,57.6,266.5,19.3,33.6,47,7,8,17,5,6,2,4,142,0,0,0,0,0,0,0,0,0,0,NA,100,33.33333333,0,0,33.33333333,30,20572,100,100,2.031888003,24.92708536,4.442932141,11.95314019,8.448376434,13.14407933,22.65700953,8.81294964,5.614427377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,254.2,157.9,0,0,0,0,155.1,96.4,0,0,34171234.17,104400.27,130348.02,10615271.14,7176550.92,5.491235992
48261,TX,Kenedy County,340,-15.86538462,-1.734104046,327718,206,15.3,10,1,50,0.6649,0.6337,0.965,0.9994,0.0964,18.57142857,23.71428571,0,74.57142857,2,20.85714286,36.28571429,56.3,25.44378698,81.55339806,14.5631068,0,0,3.883495146,42778,1.775147929,4,6,189.3,70.1,35.7,0,171.9,84,20.4,0,NR,NR,NR,NR,NR,NR,NR,NR,NA,NA,NA,NA,NA,50,0,0,0,NA,NA,NA,50,NA,50,0,18,64,100,100,0,17.1875,0,3.125,0,14.0625,10.9375,45.3125,9.375,2,1981,1075.4,1075.4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93698,314435,124086,35513796,NA,124,77,0,0,0,0,306.3,190.3,0,0,193218618.2,525.62,4223.54,17862841.57,718436.53,0
48263,TX,Kent County,749,-6.806930693,-1.317523057,275136,213,-15.3,240,1,100,0.1731,0.0547,0.5974,0.4233,0.2521,23.90438247,19.2563081,0.26560425,10.75697211,0.398406375,87.25099602,4.913678619,3.7,0.791139241,11.08545035,23.78752887,29.33025404,3.002309469,32.79445727,63994,13.03602058,2,2.9,257.8,28.6,29.9,41.5,246.4,37.4,25.4,37.2,NR,NR,NR,NR,NR,NR,NR,NR,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,13.4,213,0,0,4.694835681,10.79812207,4.694835681,18.30985915,7.042253521,17.37089202,16.43192488,16.90140845,8.450704225,0,0,30,30,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984625,0,4569734,0,NA,293.3,182.3,0,0,0,0,0,0,17.4,10.8,116208178.3,3059.89,24794.76,16718327.13,1733543.95,1.756231734
48265,TX,Kerr County,53161,5.99093199,0.92072291,2047217,86,5.7,51,5,50,0.7842,0.5783,0.8635,0.7043,0.8036,27.52576144,17.73451462,1.311836952,25.85269402,0.296589224,68.04631355,13.91117533,1.1,6.758123295,9.825012462,28.64863447,24.67402996,7.710470394,29.14185272,62204,11.59320568,2,4.5,261.4,20.6,34.2,45.2,247.2,30.2,35.2,34.6,94,137,65,23,49,6,49,81,0,0,0,0,0,0,0,7.142857143,0,0,0,60,80,0,0,0,20.4,23298,100,100,1.502274873,13.7780067,2.841445618,10.35281998,6.588548373,21.38810198,22.93759121,12.12979655,9.983689587,10,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,342.6,212.9,0,0,0,0,165.5,102.9,0,0,82424885.24,138701.6,178048.04,17029797.92,12039573.11,62.26116255
48267,TX,Kimble County,4365,-6.967657912,1.771974819,147483,236,3.9,73,2,100,0.627,0.6757,0.6961,0.6528,0.338,29.67802147,17.00886608,0.186654223,23.00513299,0.32664489,73.16845544,8.142790481,2.8,4.749708964,14.32129514,28.76712329,24.15940224,4.638854296,28.11332503,55677,13.8653484,3,4.1,251.5,25.6,39.4,34.9,234.6,38,37.7,24.4,186,197,162,67,107,51,104,18,0,0,0,0,0,0,0,0,0,0,0,50,100,0,100,0,22.9,2128,100,100,0.939849624,14.89661654,1.691729323,14.47368421,3.90037594,17.95112782,18.98496241,19.68984962,8.411654135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,NA,311.8,193.7,62.7,39,53.2,33,274.4,170.5,0,0,113351234,14285.07,19227.05,23442424.03,9487526.85,0.001355825
48269,TX,King County,258,-7.342657343,-4.444444444,133042,239,-16.7,243,1,100,0.3215,0.9058,0.2715,0.571,0.0016,15.8490566,28.67924528,0,9.433962264,0,86.79245283,4.528301887,0,14.84716157,23.4939759,35.54216867,15.6626506,0,25.30120482,42125,29.25764192,4,0.9,256.4,23.1,40.1,36.9,244.6,31.5,42.3,26.2,NR,NR,NR,NR,NR,NR,NR,NR,0,0,0,0,100,0,0,0,0,0,NA,0,0,0,0,0,13.3,98,0,0,3.06122449,10.20408163,0,14.28571429,2.040816327,21.42857143,20.40816327,24.48979592,7.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1398706,8,142809,58374,NA,88.6,55,29.9,18.6,0,0,48.7,30.2,10.4,6.4,111864005.5,333.11,8929.54,17358716.47,869890.32,0.000118119
48271,TX,Kinney County,3130,-13.03501946,0.095938599,99624,246,-3.9,186,1,100,0.7132,0.5541,0.8536,0.9297,0.4857,24.86417386,17.73729626,1.150527325,46.97986577,0.67114094,47.58708853,23.96931927,1.7,12.72272585,14.97348021,25.70379437,36.10771114,6.527947776,16.6870665,58925,18.15436242,3,5.5,226.8,39.6,38.6,21.9,211,50.8,35.1,14,39,50,53,74,83,68,142,6,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,100,0,7.1,1149,0,0,0,23.49869452,2.872062663,6.614447346,5.308964317,34.02959095,8.355091384,2.436901654,16.88424717,0,0,139.4,99.8,71.6,39.6,28.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,93,57.8,284.5,176.8,0,0,86.6,53.8,0,0,159893718.4,7706.93,8351.63,24335365.62,1845117.31,3.623377392
48273,TX,Kleberg County,30635,-3.184554443,-1.043349054,1092893,129,1.3,133,3,50,0.9876,0.9701,0.8415,0.9822,0.9876,13.30541237,23.35373711,3.205541237,70.6185567,0.267396907,21.67525773,25.35115979,4.3,6.058358859,19.38746357,32.87812125,19.35889378,5.393977487,22.98154391,49986,28.59539789,3,7.1,240.2,38.6,27.9,33.5,221.8,49,25.6,25.4,166,169,137,165,87,86,203,185,NA,NA,NA,NA,NA,0,0,0,10,NA,NA,NA,66.66666667,NA,50,0,20.5,13119,100,100,3.651192926,10.03125238,5.785501944,10.53433951,3.963716747,21.32022258,21.90715756,12.86683436,13.59097492,5,2351.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70472,131979,131809,6162507,NA,144,89.5,25.9,16.1,21.4,13.3,694.3,431.4,0,0,108724407.4,66900.96,58044.52,7485876.84,2967476.26,11.36991208
48275,TX,Knox County,3351,-9.841355203,-0.297530497,208343,225,28.2,4,2,100,0.7339,0.6264,0.9879,0.8167,0.184,19.83298539,24.66447957,4.354309574,33.70116314,0.238592305,57.70951387,9.096331643,9.6,8.924349882,18.99782135,31.1546841,28.54030501,6.361655773,14.94553377,50163,9.762050031,4,4.7,250.7,27.4,38.5,34.1,235.3,38.3,37.9,23.9,162,205,77,156,98,242,92,78,0,0,0,0,100,50,0,0,0,0,0,100,100,0,50,0,17.3,1471,0,0,5.506458192,10.80897349,0.203942896,6.458191706,4.146838885,12.71244052,23.31747111,22.22977566,20.12236574,0,0,954.4,954.4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150109,0,124794,0,NA,346.4,215.2,21.1,13.1,0,0,39.2,24.4,1.3,0.8,126833296.1,13094.6,23443.72,17004613.95,3825829.92,4.371076235
48277,TX,Lamar County,50098,0.592452754,0.041935419,2366855,77,4.6,65,8,66.7,0.8523,0.8017,0.9739,0.6407,0.5261,18.94266092,23.33493052,12.73358888,8.808497045,1.499361124,70.58377256,7.748362881,1,3.620924457,12.55117558,34.28471166,23.68698093,9.983623816,19.49350801,51561,16.85823755,3,5.5,257.5,22.4,39.9,37.7,242,35,37.4,27.6,217,228,173,174,198,150,131,179,100,69.23076923,0,0,0,0,0,23.07692308,0,0,0,58.33333333,91.66666667,0,83.33333333,0,19.2,22828,100,100,0.674610128,12.16050464,3.000700894,9.374452427,6.789907132,16.72945506,20.68512353,12.98405467,18.27580165,12,5985,1836.7,0,0,458.5,25,0,0,0,0,1378.2,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,283.5,176.2,47.2,29.3,0,0,314.2,195.2,0,0,119793673.4,127634.23,163087.43,9175038.65,12218790.76,12.65501324
48279,TX,Lamb County,12898,-6.668097589,-0.662353666,669596,166,-7.5,215,5,100,0.8848,0.7915,0.986,0.9297,0.4672,17.03334611,27.0908394,3.004982752,57.10233806,0.114986585,38.18321196,23.33461096,3.5,10.20004564,23.73085735,35.94597854,19.48631376,8.18762812,12.64922224,50041,18.2710136,4,5,236.1,38.8,35.7,25.5,218.9,50.4,31.9,17.7,212,203,207,168,220,145,151,24,0,0,0,0,100,60,0,20,0,0,NA,100,80,0,80,0,18.5,5484,0,0,2.115244347,12.96498906,3.938730853,10.53975201,7.403355215,15.44493071,17.21371262,16.3384391,16.15609044,0,0,1472.2,0,0,0,0,0,0,0,0,0,0,0,0,336.4,22.9,0,0,0,0,1135.8,77.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180159,0,191294,0,NA,614.7,381.9,60.1,37.4,0,0,261.7,162.6,5.9,3.7,169006990.4,44091.44,290131.96,15165598.98,7697112.8,21.27489251
48281,TX,Lampasas County,22252,9.910047263,2.510710831,486785,179,1.9,121,1,20,0.7002,0.7037,0.7212,0.6544,0.494,20.18310445,22.06038748,3.236694872,19.32306839,0.531742729,69.96809544,12.18384427,0.7,5.167187427,8.605535878,31.01797193,29.67335695,12.50819887,18.19493638,66506,9.178971128,3,4.8,265.9,18.3,34.2,47.6,252.7,27.4,35.7,36.9,26,42,24,46,40,71,31,176,0,0,0,0,0,0,0,33.33333333,0,0,NA,20,60,0,60,0,29.3,8387,0,0,0.977703589,15.70287349,4.769285799,9.335876952,4.590437582,17.28866102,22.83295576,10.18242518,15.2974842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,252.5,156.9,6.3,3.9,0,0,77.8,48.3,0,0,78503268.04,55611.42,58700.03,10542961.8,9687955.12,0
